model,material,numSamples,algorithm,metric,n_neighbors,weights,Accuracy,F1,Precision,Recall,AUC,mean_fit_time,std_fit_time,mean_score_time,std_score_time
KNearestNeighbors,copper,240,ball_tree,manhattan,6,uniform,1.0,1.0,1.0,1.0,1.0,6.118714904785156,0.07339176340258761,165.89647750854493,2.9467049785267534
KNearestNeighbors,copper,240,ball_tree,manhattan,6,distance,1.0,1.0,1.0,1.0,1.0,6.082546329498291,0.09332844218936533,163.2785237312317,2.325139314268574
KNearestNeighbors,copper,240,ball_tree,manhattan,9,uniform,1.0,1.0,1.0,1.0,1.0,6.265125751495361,0.14974369897672749,173.62564435005189,4.321823275387078
KNearestNeighbors,copper,240,ball_tree,manhattan,9,distance,1.0,1.0,1.0,1.0,1.0,6.227495336532593,0.13507141856381677,169.92036027908324,3.787999597914798
KNearestNeighbors,copper,240,ball_tree,manhattan,12,uniform,1.0,1.0,1.0,1.0,1.0,5.928752326965332,0.15115381967362343,179.63853702545165,2.4810354369590026
KNearestNeighbors,copper,240,ball_tree,manhattan,12,distance,1.0,1.0,1.0,1.0,1.0,6.131241035461426,0.09549586328975297,177.59714546203614,1.6686824656301318
KNearestNeighbors,copper,240,ball_tree,manhattan,15,uniform,1.0,1.0,1.0,1.0,1.0,6.075277805328369,0.168222191468038,184.0406065940857,2.4839311307973833
KNearestNeighbors,copper,240,ball_tree,manhattan,15,distance,1.0,1.0,1.0,1.0,1.0,5.879004240036011,0.11938872382011886,182.71722054481506,3.8359124562852296
KNearestNeighbors,copper,240,ball_tree,manhattan,18,uniform,1.0,1.0,1.0,1.0,1.0,6.122111463546753,0.09775034389289623,186.51087155342103,2.9402301559250437
KNearestNeighbors,copper,240,ball_tree,manhattan,18,distance,1.0,1.0,1.0,1.0,1.0,6.02214207649231,0.11688009322299407,184.8652337551117,2.8496387028984094
KNearestNeighbors,copper,240,ball_tree,manhattan,21,uniform,0.9998883928571429,0.9998883928571429,0.9998883928571429,0.9998883928571429,1.0,6.140702867507935,0.14204403290305162,189.45455832481383,2.2011796206883285
